ID,Phylum,Class,Order,Family,ScientificName,CommonName,Mod,E_Hb,s_G,p_Am,E_Hp,p_M,T_A,kap_P,h_a,v,E_G,kap_R,kap_X,k_J,F_m,p_T,kap,E_Hj,E_Hs,E_Hx,t_0,E_Rj,kap_V,E_He,s_j,t_sj,k_E
Tachycineta_cyaneoviridis,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta cyaneoviridis,Bahama swallow,std,288.9,0.001,734.092,5344.0,442.926,9000.0,0.1,9.492e-12,0.029427,7315.9,0.95,0.8,0.018392,6.5,0.0,0.93576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tachycineta_leucorrhoa,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta leucorrhoa,White-rumped swallow,std,299.1,0.001,1123.14,6728.0,686.16,9000.0,0.1,2.192e-12,0.025236,7312.02,0.95,0.8,0.028291,6.5,0.0,0.91255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tachycineta_stolzmanni,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta stolzmanni,Tumbes swallow,std,297.1,0.001,709.792,8255.0,440.34,9000.0,0.1,1.134e-11,0.023203,7316.72,0.95,0.8,0.01808,6.5,0.0,0.88497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tachycineta_thalassina,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta thalassina,Violet-green swallow,std,414.3,0.001,899.6,9219.0,516.738,9000.0,0.1,9.16e-12,0.030768,7318.41,0.95,0.8,0.02158,6.5,0.0,0.90119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hirundo_atrocaerulea,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo atrocaerulea,Blue swallow,std,428.7,0.001,752.56,7896.0,471.063,9000.0,0.1,1.401e-12,0.028748,7314.35,0.95,0.8,0.019443,6.5,0.0,0.8834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hirundo_neoxena,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo neoxena,Welcome swallow,std,425.8,0.001,942.292,7764.0,598.07,9000.0,0.1,1.867e-12,0.022069,7299.99,0.95,0.8,0.02465,6.5,0.0,0.86706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hirundo_rustica,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo rustica,Barn swallow,std,174.6,0.001,715.749,4821.0,395.09,9000.0,0.1,2.176e-12,0.025237,7318.17,0.95,0.8,0.016601,6.5,0.0,0.94507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hirundo_tahitica,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo tahitica,Pacific swallow,std,89.59,0.001,845.587,2162.0,506.76,9000.0,0.1,1.8e-12,0.027559,7330.07,0.95,0.8,0.020088,6.5,0.0,0.97542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Notiochelidon_cyanoleuca,Chordata,Aves,Passeriformes,Hirundinidae,Notiochelidon cyanoleuca,Blue-and-white swallow,std,121.2,0.001,874.232,2115.0,679.054,9000.0,0.1,6.626e-13,0.022029,7347.83,0.95,0.8,0.027621,6.5,0.0,0.94118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Petrochelidon_ariel,Chordata,Aves,Passeriformes,Hirundinidae,Petrochelidon ariel,Fairy martin,std,777.0,0.001,627.539,13740.0,344.119,9000.0,0.1,1.115e-12,0.036905,7322.31,0.95,0.8,0.013983,6.5,0.0,0.84097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Petrochelidon_pyrrhonota,Chordata,Aves,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,Cliff swallow,std,866.7,0.001,1290.15,19210.0,686.615,9000.0,0.1,3.705e-12,0.031318,7320.94,0.95,0.8,0.027878,6.5,0.0,0.80958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Petrochelidon_spilodera,Chordata,Aves,Passeriformes,Hirundinidae,Petrochelidon spilodera,South African cliff swallow,std,152.6,0.001,1060.66,4358.0,516.795,9000.0,0.1,4.223e-12,0.036938,7320.03,0.95,0.8,0.021797,6.5,0.0,0.97336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Progne_chalybea,Chordata,Aves,Passeriformes,Hirundinidae,Progne chalybea,Grey-breasted martin,std,188.5,0.001,1082.84,4612.0,556.582,9000.0,0.1,2.949e-12,0.030527,7317.17,0.95,0.8,0.023018,6.5,0.0,0.96586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Progne_subis,Chordata,Aves,Passeriformes,Hirundinidae,Progne subis,Purple martin,std,1976.0,0.001,1780.59,37440.0,738.258,9000.0,0.1,2.535e-12,0.036365,7301.04,0.95,0.8,0.032347,6.5,0.0,0.81003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Progne_tapera,Chordata,Aves,Passeriformes,Hirundinidae,Progne tapera,Brown-chested martin,std,1521.0,0.001,1446.61,20070.0,703.947,9000.0,0.1,2.368e-12,0.033507,7294.04,0.95,0.8,0.033397,6.5,0.0,0.82793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Riparia_riparia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia riparia,Sand martin,std,1597.0,0.001,1054.67,21570.0,566.832,9000.0,0.1,5.154e-12,0.031834,7314.49,0.95,0.8,0.023047,6.5,0.0,0.69836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stelgidopteryx_ruficollis,Chordata,Aves,Passeriformes,Hirundinidae,Stelgidopteryx ruficollis,Southern rough-winged swallow,std,504.2,0.001,700.614,9011.0,372.975,9000.0,0.1,2.985e-11,0.03863,7305.63,0.95,0.8,0.015725,6.5,0.0,0.91533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sylvia_atricapilla,Chordata,Aves,Passeriformes,Sylviidae,Sylvia atricapilla,Eurasian blackcap,std,995.0,0.01,1163.49,10340.0,675.308,9000.0,0.1,6.2e-16,0.05024,7325.92,0.95,0.8,0.027027,6.5,0.0,0.87921,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chamaea_fasciata,Chordata,Aves,Passeriformes,Paradoxornithidae,Chamaea fasciata,Wrentit,std,144.1,0.01,828.906,2253.0,577.985,9000.0,0.1,1.353e-13,0.026525,7316.15,0.95,0.8,0.024716,6.5,0.0,0.95096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sinosuthora_zappeyi,Chordata,Aves,Passeriformes,Paradoxornithidae,Sinosuthora zappeyi,Grey-hooded parrotbill,std,81.53,0.01,578.864,1056.0,406.752,9000.0,0.1,2.834e-14,0.032766,7314.15,0.95,0.8,0.016928,6.5,4.2006e-7,0.97517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Zosterops_lateralis,Chordata,Aves,Passeriformes,Zosteropidae,Zosterops lateralis,Silvereye,std,76.79,0.001,872.828,1199.0,617.352,9000.0,0.1,2.674e-12,0.035919,7324.49,0.95,0.8,0.024996,6.5,0.0,0.97558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Zosterops_virens,Chordata,Aves,Passeriformes,Zosteropidae,Zosterops virens,Cape white-eye,std,21.06,0.001,940.612,294.8,734.256,9000.0,0.1,3.005e-12,0.031028,7319.81,0.95,0.8,0.028947,6.5,0.0,0.9906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Argya_squamiceps,Chordata,Aves,Passeriformes,Leiothrichidae,Argya squamiceps,Arabian babbler,std,69.4,0.01,1293.63,1653.0,562.81,9000.0,0.1,2.005e-13,0.037907,7324.9,0.95,0.8,0.02287,6.5,0.0,0.98907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Garrulax_strepitans,Chordata,Aves,Passeriformes,Leiothrichidae,Garrulax strepitans,White-necked laughingthrush,std,262.2,0.01,1680.68,6150.0,628.009,9000.0,0.1,1.201e-12,0.044401,7332.18,0.95,0.8,0.02535,6.5,0.0,0.97993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Trochalopteron_elliotii,Chordata,Aves,Passeriformes,Leiothrichidae,Trochalopteron elliotii,Elliot's laughingthrush,std,25.35,0.005,1158.99,811.3,570.547,9000.0,0.1,3.908e-13,0.039969,7299.41,0.95,0.8,0.023144,6.5,0.0,0.99239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Phylloscopus_trochilus,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus trochilus,Willow warbler,std,198.3,0.001,884.247,2602.0,676.585,9000.0,0.1,3.08e-12,0.029373,7319.22,0.95,0.8,0.027874,6.5,0.0,0.92752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Phylloscopus_collybita,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus collybita,Common chiffchaff,std,97.7903,0.001,792.294,1299.02,662.754,9000.0,0.1,5.06837e-12,0.0268628,7301.49,0.95,0.8,0.0282154,6.5,0.0,0.95209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Phylloscopus_sibilatrix,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus sibilatrix,Wood warbler,std,104.735,0.001,763.67,1370.36,588.46,9000.0,0.1,5.23034e-12,0.0286484,7316.33,0.95,0.8,0.0242349,6.5,0.0,0.956396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Urosphena_squameiceps,Chordata,Aves,Passeriformes,Cettiidae,Urosphena squameiceps,Asian stubtail,std,171.5,0.001,1037.26,1631.0,866.531,9000.0,0.1,5.187e-12,0.029117,7317.73,0.95,0.8,0.03557,6.5,0.0,0.93891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Bombycilla_cedrorum,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla cedrorum,Cedar waxwing,std,220.7,0.01,1528.53,3713.0,872.08,9000.0,0.1,3.616e-14,0.040686,7324.99,0.95,0.8,0.035385,6.5,0.0,0.96232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cinclus_cinclus,Chordata,Aves,Passeriformes,Cinclidae,Cinclus cinclus,White-throated dipper,std,197.9,0.01,1147.81,2595.0,499.148,9000.0,0.1,6.844e-13,0.040622,7322.97,0.95,0.8,0.020334,6.5,0.0,0.98107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cinclus_leucocephalus,Chordata,Aves,Passeriformes,Cinclidae,Cinclus leucocephalus,White-capped dipper,std,431.9,0.005,1214.82,9587.0,539.4,9000.0,0.1,3.484e-12,0.038586,7322.26,0.95,0.8,0.022068,6.5,0.0,0.95792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Copsychus_malabaricus,Chordata,Aves,Passeriformes,Muscicapidae,Copsychus malabaricus,White-rumped shama,std,480.7,0.001,1370.05,6114.0,801.326,9000.0,0.1,1.767e-11,0.035976,7338.37,0.95,0.8,0.031969,6.5,0.0,0.92307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Erithacus_rubecula,Chordata,Aves,Passeriformes,Muscicapidae,Erithacus rubecula,European robin,std,548.1,0.01,1232.89,7532.0,787.121,9000.0,0.1,3.612e-16,0.030527,7321.58,0.95,0.8,0.032433,6.5,0.0,0.86623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pogonocichla_stellata,Chordata,Aves,Passeriformes,Muscicapidae,Pogonocichla stellata,White-starred robin,std,281.9,0.005,1128.05,3523.0,684.133,9000.0,0.1,4.754e-14,0.042096,7327.68,0.95,0.8,0.02726,6.5,0.0,0.9592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ficedula_albicollis,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula albicollis,Collared flycatcher,std,164.7,0.001,1273.8,2492.0,1015.82,9000.0,0.1,1.424e-12,0.028342,7327.9,0.95,0.8,0.041112,6.5,0.0,0.9285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ficedula_hypoleuca,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula hypoleuca,European pied flycatcher,std,222.8,0.001,702.791,3385.0,414.535,9000.0,0.1,1.379e-12,0.040002,7306.67,0.95,0.8,0.017885,6.5,0.0,0.95448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Myrmecocichla_formicivora,Chordata,Aves,Passeriformes,Muscicapidae,Myrmecocichla formicivora,Ant-eating chat,std,644.8,0.001,1187.46,10010.0,543.424,9000.0,0.1,1.706e-12,0.042589,7312.32,0.95,0.8,0.022557,6.5,0.0,0.94442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Oenanthe_familiaris,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe familiaris,Familiar chat,std,208.7,0.01,1210.84,2216.0,856.413,9000.0,0.1,2.357e-13,0.032301,7332.53,0.95,0.8,0.035226,6.5,0.0,0.95597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Oenanthe_oenanthe,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe oenanthe,Northern wheatear,std,247.8,0.01,1362.92,2425.0,846.89,9000.0,0.1,2.319e-13,0.037248,7321.89,0.95,0.8,0.034409,6.5,0.0,0.96314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Saxicola_rubicola,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola rubicola,European stonechat,std,1224.0,0.01,3062.14,263100.0,2400.81,9000.0,0.1,8.782e-14,0.03964,7326.21,0.95,0.8,0.002,6.5,0.0,0.81461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Saxicola_torquatus,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola torquatus,African stonechat,std,992.1,0.01,867.545,13680.0,439.839,9000.0,0.1,6.222e-13,0.040786,7315.56,0.95,0.8,0.018491,6.5,0.0,0.86356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Saxicola_rubetra,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola rubetra,Whinchat,std,251.0,0.01,1096.47,2878.0,694.966,9000.0,0.1,4.366e-12,0.031364,7325.0,0.95,0.8,0.028149,6.5,0.0,0.93812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Catharus_bicknelli,Chordata,Aves,Passeriformes,Turdidae,Catharus bicknelli,Bicknell's thrush,std,197.7,0.01,940.077,2996.0,481.106,9000.0,0.1,8.944e-14,0.043234,7316.84,0.95,0.8,0.019701,6.5,0.0,0.97334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Catharus_dryas,Chordata,Aves,Passeriformes,Turdidae,Catharus dryas,Gould's nightingale-thrush,std,373.3,0.005,1139.09,4121.0,596.537,9000.0,0.1,1.602e-12,0.04614,7306.98,0.95,0.8,0.025233,6.5,0.0,0.96669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Catharus_fuscescens,Chordata,Aves,Passeriformes,Turdidae,Catharus fuscescens,Veery,std,157.7,0.01,1506.98,2530.0,890.708,9000.0,0.1,1.597e-13,0.041661,7320.38,0.95,0.8,0.036296,6.5,0.0,0.97022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Catharus_minimus,Chordata,Aves,Passeriformes,Turdidae,Catharus minimus,Grey-cheeked thrush,std,147.0,0.01,1865.52,2095.0,1172.97,9000.0,0.1,1.117e-13,0.033386,7323.54,0.95,0.8,0.04762,6.5,0.0,0.96962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Catharus_ustulatus,Chordata,Aves,Passeriformes,Turdidae,Catharus ustulatus,Swainson's thrush,std,808.7,0.01,1100.98,9002.0,531.603,9000.0,0.1,1.917e-14,0.060763,7327.85,0.95,0.8,0.021459,6.5,0.0,0.94145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chlamydochaera_jefferyi,Chordata,Aves,Passeriformes,Turdidae,Chlamydochaera jefferyi,Fruithunter,std,300.5,0.005,1321.35,5452.0,622.918,9000.0,0.1,2.53e-12,0.042958,7309.55,0.95,0.8,0.025709,6.5,0.0,0.97029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Geokichla_gurneyi,Chordata,Aves,Passeriformes,Turdidae,Geokichla gurneyi,Orange ground thrush,std,202.9,0.005,1242.63,4282.0,542.601,9000.0,0.1,1.81e-13,0.044972,7329.12,0.95,0.8,0.022134,6.5,0.0,0.9799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hylocichla_mustelina,Chordata,Aves,Passeriformes,Turdidae,Hylocichla mustelina,Wood thrush,std,678.0,0.001,1824.18,8634.0,939.154,9000.0,0.1,4.819e-12,0.045342,7324.85,0.95,0.8,0.037804,6.5,0.0,0.93103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Myadestes_obscurus,Chordata,Aves,Passeriformes,Turdidae,Myadestes obscurus,`Oma'o,std,412.8,0.01,1355.56,7895.0,639.94,9000.0,0.1,7.287e-16,0.038998,7317.62,0.95,0.8,0.026429,6.5,0.0,0.95564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Myadestes_palmeri,Chordata,Aves,Passeriformes,Turdidae,Myadestes palmeri,Puaiohi,std,813.3,0.01,1109.07,15680.0,496.548,9000.0,0.1,3.318e-16,0.04246,7326.43,0.95,0.8,0.020227,6.5,0.0,0.91862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sialia_currucoides,Chordata,Aves,Passeriformes,Turdidae,Sialia currucoides,Mountain bluebird,std,2440.0,0.01,646.429,43230.0,241.151,9000.0,0.1,2.684e-13,0.061359,7320.04,0.95,0.8,0.0098522,6.5,0.0,0.83623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sialia_mexicana,Chordata,Aves,Passeriformes,Turdidae,Sialia mexicana,Western bluebird,std,2188.0,0.01,3053.22,21750.0,1630.56,9000.0,0.24782,7.537e-13,0.02704,7324.8,0.95,0.37972,0.067654,6.5,0.0,0.61789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Turdus_eremita,Chordata,Aves,Passeriformes,Turdidae,Turdus eremita,Tristan thrush,std,211.8,0.005,2000.45,5540.0,922.139,9000.0,0.1,2.891e-13,0.036604,7326.42,0.95,0.8,0.03757,6.5,0.0,0.97204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Turdus_hauxwelli,Chordata,Aves,Passeriformes,Turdidae,Turdus hauxwelli,Hauxwell's thrush,std,519.1,0.005,1282.45,7471.0,526.058,9000.0,0.1,9.91e-14,0.057053,7323.75,0.95,0.8,0.021424,6.5,0.0,0.97147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Turdus_iliacus,Chordata,Aves,Passeriformes,Turdidae,Turdus iliacus,Redwing,std,207.2,0.001,1582.25,4666.0,748.872,9000.0,0.1,9.215e-13,0.037946,7331.34,0.95,0.8,0.030788,6.5,0.0,0.96377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Turdus_merula,Chordata,Aves,Passeriformes,Turdidae,Turdus merula,Common blackbird,std,110.0,0.001,1875.9,3847.0,779.686,9000.0,0.1,5.826e-13,0.042775,7333.65,0.95,0.8,0.031679,6.5,0.0,0.98048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Turdus_migratorius,Chordata,Aves,Passeriformes,Turdidae,Turdus migratorius,American robin,std,694.1,0.001,1728.61,9803.0,726.685,9000.0,0.1,1.019e-12,0.047556,7302.37,0.95,0.8,0.032108,6.5,0.0,0.95083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Turdus_olivaceus,Chordata,Aves,Passeriformes,Turdidae,Turdus olivaceus,Olive thrush,std,80.4,0.001,1401.95,2089.0,677.766,9000.0,0.1,1.398e-12,0.031037,7339.6,0.95,0.8,0.027475,6.5,0.0,0.98434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Turdus_philomelos,Chordata,Aves,Passeriformes,Turdidae,Turdus philomelos,Song thrush,std,170.9,0.001,1213.36,3758.0,510.787,9000.0,0.1,1.22e-12,0.04527,7364.13,0.95,0.8,0.019945,6.5,0.0,0.98119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Turdus_rubrocanus,Chordata,Aves,Passeriformes,Turdidae,Turdus rubrocanus,Chestnut thrush,std,56.83,0.001,1995.47,1396.0,863.87,9000.0,0.1,1.072e-12,0.046272,7316.59,0.95,0.8,0.035572,6.5,0.0,0.99207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Turdus_rufiventris,Chordata,Aves,Passeriformes,Turdidae,Turdus rufiventris,Rufous-bellied thrush,std,218.0,0.001,1881.17,3367.0,837.617,9000.0,0.1,8.172e-13,0.05076,7341.65,0.95,0.8,0.034758,6.5,0.0,0.98132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Turdus_torquatus,Chordata,Aves,Passeriformes,Turdidae,Turdus torquatus,Ring ouzel,std,639.0,0.001,1821.01,13170.0,702.161,9000.0,0.1,9.627e-12,0.046271,7313.55,0.95,0.8,0.028793,6.5,0.0,0.95044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Turdus_viscivorus,Chordata,Aves,Passeriformes,Turdidae,Turdus viscivorus,Mistle thrush,std,237.8,0.001,3158.76,4740.0,1577.5,9000.0,0.1,7.606e-13,0.030946,7327.85,0.95,0.8,0.063205,6.5,0.0,0.96415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Acridotheres_cristatellus,Chordata,Aves,Passeriformes,Sturnidae,Acridotheres cristatellus,Crested myna,std,699.5,0.005,2559.6,17980.0,1128.49,9000.0,0.1,2.162e-12,0.032722,7322.5,0.95,0.8,0.04585,6.5,0.0,0.91876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Acridotheres_tristis,Chordata,Aves,Passeriformes,Sturnidae,Acridotheres tristis,Common myna,std,594.1,0.005,1775.28,18880.0,739.179,9000.0,0.1,3.91e-11,0.028225,7325.5,0.95,0.8,0.03017,6.5,0.0,0.9129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Buphagus_erythrorhynchus,Chordata,Aves,Passeriformes,Sturnidae,Buphagus erythrorhynchus,Red-billed oxpecker,std,330.5,0.005,1542.01,9372.0,712.699,9000.0,0.1,3.345e-14,0.040353,7287.72,0.95,0.8,0.033629,6.5,0.0,0.94735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sturnus_vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Sturnus vulgaris,Common starling,std,2659.0,0.005,1830.44,51990.0,671.299,9000.0,0.1,2.02e-14,0.048412,7306.83,0.95,0.8,0.028147,6.5,0.0,0.81897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Margarops_fuscatus,Chordata,Aves,Passeriformes,Mimidae,Margarops fuscatus,Pearly-eyed thrasher,std,74.89,0.01,1751.82,1313.0,729.294,9000.0,0.1,1.311e-14,0.042816,7344.38,0.95,0.8,0.028247,6.5,0.0,0.9926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mimus_polyglottos,Chordata,Aves,Passeriformes,Mimidae,Mimus polyglottos,Northern mockingbird,std,1171.0,0.01,1560.16,16470.0,699.472,9000.0,0.1,1.113e-16,0.050176,7314.77,0.95,0.8,0.028833,6.5,0.0,0.90308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Oreoscoptes_montanus,Chordata,Aves,Passeriformes,Mimidae,Oreoscoptes montanus,Sage thrasher,std,380.6,0.01,1328.28,4711.0,710.123,9000.0,0.1,9.892e-16,0.035797,7314.4,0.95,0.8,0.029007,6.5,0.0,0.94788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Toxostoma_curvirostre,Chordata,Aves,Passeriformes,Mimidae,Toxostoma curvirostre,Curve-billed thrasher,std,104.2,0.01,1238.49,1462.0,681.389,9000.0,0.1,2.093e-11,0.036075,7339.58,0.95,0.8,0.02786,6.5,0.0,0.98174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Toxostoma_longirostre,Chordata,Aves,Passeriformes,Mimidae,Toxostoma longirostre,Long-billed thrasher,std,581.6,0.01,1649.91,9029.0,704.622,9000.0,0.1,2.052e-12,0.048477,7338.27,0.95,0.8,0.029785,6.5,0.0,0.95445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Toxostoma_rufum,Chordata,Aves,Passeriformes,Mimidae,Toxostoma rufum,Brown thrasher,std,332.2,0.01,3473.79,4504.0,1967.8,9000.0,0.1,6.842e-14,0.037205,7311.21,0.95,0.8,0.081344,6.5,0.0,0.95082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Regulus_regulus,Chordata,Aves,Passeriformes,Regulidae,Regulus regulus,Goldcrest,std,296.8,0.01,1255.28,5191.0,991.862,9000.0,0.1,4.258e-12,0.02064,7325.28,0.95,0.8,0.040606,6.5,0.0,0.79284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Regulus_ignicapillus,Chordata,Aves,Passeriformes,Regulidae,Regulus ignicapillus,Common firecrest,std,395.8,0.01,911.574,6713.0,657.314,9000.0,0.1,5.625e-12,0.020175,7326.51,0.95,0.8,0.027128,6.5,0.0,0.77631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tichodroma_muraria,Chordata,Aves,Passeriformes,Tichodromadidae,Tichodroma muraria,Wallcreeper,std,290.4,0.01,775.158,4539.0,482.926,9000.0,0.1,1.59e-12,0.022952,7326.48,0.95,0.8,0.019752,6.5,0.0,0.93544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Campylorhynchus_brunneicapillus,Chordata,Aves,Passeriformes,Troglodytidae,Campylorhynchus brunneicapillus,Cactus wren,std,2133.0,0.01,950.715,39280.0,379.727,9000.0,0.1,4.037e-12,0.038905,7318.96,0.95,0.8,0.015437,6.5,0.0,0.80174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Catherpes_mexicanus,Chordata,Aves,Passeriformes,Troglodytidae,Catherpes mexicanus,Canyon wren,std,1669.0,0.01,589.683,24320.0,282.66,9000.0,0.1,2.818e-12,0.031304,7311.63,0.95,0.8,0.011566,6.5,0.0,0.68709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
